precinct,election_id,registered_voters,ballots_total
10339.0,28,906.0,297.0
10339.0,29,1069.0,784.0
10340.0,1,2638.0,1658.0
10340.0,5,2672.0,1333.0
10340.0,6,2645.0,743.0
10340.0,7,2664.0,1518.0
10340.0,8,2593.0,461.0
10340.0,9,2570.0,2134.0
10340.0,12,2309.0,1029.0
10340.0,16,2133.0,1382.0
10340.0,17,1222.0,433.0
10340.0,19,1271.0,992.0
10340.0,20,3.0,0.0
10340.0,22,1155.0,148.0
10340.0,26,1104.0,448.0
10340.0,27,1155.0,148.0
10340.0,28,1075.0,189.0
10340.0,29,1297.0,802.0
10342.0,1,35.0,52.0
10342.0,5,34.0,28.0
10342.0,6,35.0,23.0
10342.0,7,37.0,30.0
10342.0,8,38.0,20.0
10342.0,9,38.0,36.0
10342.0,12,26.0,18.0
10342.0,16,3.0,0.0
10343.0,1,0.0,0.0
10343.0,5,0.0,0.0
10343.0,6,0.0,0.0
10343.0,7,0.0,0.0
10343.0,8,0.0,0.0
10343.0,9,0.0,0.0
10343.0,12,0.0,0.0
10343.0,16,0.0,0.0
10360.0,17,0.0,0.0
10360.0,19,0.0,0.0
10360.0,20,0.0,0.0
10360.0,22,0.0,0.0
10360.0,26,0.0,0.0
10360.0,27,0.0,0.0
10360.0,28,0.0,0.0
10360.0,29,0.0,0.0
10361.0,1,2041.0,1594.0
10361.0,5,2065.0,1171.0
10361.0,6,2049.0,758.0
10361.0,7,2062.0,1361.0
10361.0,8,2071.0,502.0
10361.0,9,2045.0,1824.0
10361.0,12,1852.0,885.0
10361.0,16,1731.0,1175.0
10361.0,17,727.0,374.0
10361.0,19,756.0,659.0
10361.0,20,0.0,0.0
10361.0,26,712.0,390.0
10361.0,28,706.0,203.0
10361.0,29,847.0,617.0
10362.0,1,991.0,620.0
10362.0,5,983.0,489.0
10362.0,6,982.0,290.0
10362.0,7,996.0,588.0
10362.0,8,988.0,192.0
10362.0,9,960.0,826.0
10362.0,12,839.0,381.0
10362.0,16,793.0,534.0
10362.0,17,755.0,273.0
10362.0,19,812.0,608.0
10362.0,20,1.0,0.0
10362.0,26,721.0,288.0
10362.0,28,712.0,142.0
10362.0,29,847.0,555.0
10364.0,1,1788.0,924.0
10364.0,5,1820.0,788.0
10364.0,6,1844.0,469.0
10364.0,7,1832.0,971.0
10364.0,8,1822.0,307.0
10364.0,9,1808.0,1502.0
10364.0,12,1619.0,685.0
10364.0,16,1516.0,937.0
10364.0,17,902.0,211.0
10364.0,19,876.0,653.0
10364.0,20,3.0,0.0
10364.0,22,769.0,67.0
10364.0,26,767.0,238.0
10364.0,27,769.0,67.0
10364.0,28,777.0,119.0
10364.0,29,1026.0,558.0
10367.0,1,1732.0,1444.0
10367.0,5,1759.0,1054.0
10367.0,6,1750.0,639.0
10367.0,7,1771.0,1209.0
10367.0,8,1746.0,446.0
10367.0,9,1756.0,1554.0
10367.0,12,1658.0,887.0
10367.0,17,966.0,443.0
10367.0,19,1007.0,836.0
10367.0,20,3.0,0.0
10367.0,26,1016.0,498.0
10367.0,28,1011.0,280.0
10367.0,29,1114.0,846.0
10371.0,17,850.0,410.0
10371.0,19,951.0,772.0
10371.0,20,0.0,0.0
10371.0,26,913.0,466.0
10371.0,28,898.0,220.0
10371.0,29,1073.0,838.0
10374.0,1,429.0,190.0
10374.0,5,410.0,171.0
10374.0,6,400.0,83.0
10374.0,7,382.0,181.0
10374.0,8,382.0,52.0
10374.0,9,383.0,305.0
10374.0,12,339.0,128.0
10374.0,16,326.0,186.0
10374.0,17,300.0,84.0
10374.0,19,287.0,195.0
10374.0,20,0.0,0.0
10374.0,22,250.0,29.0
10374.0,26,252.0,70.0
10374.0,27,250.0,29.0
10374.0,28,356.0,51.0
10374.0,29,426.0,299.0
10376.0,17,826.0,358.0
10376.0,19,851.0,675.0
10376.0,20,1.0,0.0
10376.0,26,805.0,369.0
10376.0,28,802.0,185.0
10379.0,6,598.0,167.0
10379.0,7,603.0,384.0
10379.0,8,604.0,128.0
10379.0,9,611.0,546.0
10379.0,12,579.0,296.0
10379.0,16,540.0,392.0
10379.0,17,707.0,355.0
10379.0,19,732.0,606.0
10379.0,20,0.0,0.0
10379.0,26,712.0,397.0
10379.0,28,692.0,172.0
10379.0,29,801.0,590.0
10380.0,1,2083.0,1830.0
10380.0,5,2051.0,1249.0
10380.0,6,2048.0,806.0
10380.0,7,2054.0,1401.0
10380.0,8,2073.0,551.0
10380.0,9,2072.0,1848.0
10380.0,12,1927.0,1050.0
10380.0,16,1827.0,1322.0
10380.0,17,1750.0,827.0
10380.0,19,1009.0,889.0
10380.0,20,0.0,0.0
10380.0,26,989.0,531.0
10380.0,28,1007.0,334.0
10380.0,29,1137.0,865.0
10382.0,17,576.0,302.0
10382.0,19,620.0,519.0
10382.0,20,0.0,0.0
10382.0,26,592.0,283.0
10382.0,28,599.0,156.0
10382.0,29,687.0,505.0
10383.0,1,135.0,50.0
10383.0,5,137.0,50.0
10383.0,6,133.0,28.0
10383.0,7,134.0,62.0
10383.0,8,132.0,22.0
10383.0,9,132.0,105.0
10383.0,12,120.0,38.0
10383.0,16,124.0,65.0
10383.0,17,114.0,27.0
10383.0,19,122.0,86.0
10383.0,20,0.0,0.0
10383.0,22,85.0,14.0
10383.0,26,94.0,17.0
10383.0,27,85.0,14.0
10384.0,17,618.0,301.0
10384.0,19,680.0,562.0
10384.0,20,2.0,0.0
10384.0,26,659.0,348.0
10384.0,28,663.0,209.0
10384.0,29,777.0,592.0
10388.0,1,872.0,688.0
10388.0,5,878.0,504.0
10388.0,6,855.0,309.0
10388.0,7,860.0,541.0
10388.0,8,869.0,196.0
10388.0,9,860.0,760.0
10388.0,12,784.0,388.0
10388.0,16,753.0,521.0
10388.0,17,736.0,318.0
10388.0,19,764.0,647.0
10388.0,20,0.0,0.0
10388.0,26,731.0,348.0
10388.0,28,729.0,171.0
10388.0,29,815.0,582.0
10392.0,19,838.0,646.0
10392.0,20,2.0,1.0
10392.0,26,792.0,394.0
10392.0,28,781.0,200.0
10392.0,29,906.0,661.0
10601.0,29,1999.0,1353.0
10701.0,16,1596.0,1165.0
10701.0,19,1261.0,960.0
10701.0,20,3.0,1.0
10800.0,1,1336.0,630.0
10800.0,5,1333.0,523.0
10801.0,1,193.0,82.0
10801.0,5,189.0,75.0
10901.0,29,2.0,1.0
11041.0,1,1198.0,1026.0
11041.0,5,2474.0,1393.0
11041.0,6,2454.0,874.0
11041.0,7,2449.0,1618.0
11041.0,8,2420.0,596.0
11041.0,9,2419.0,2156.0
11041.0,12,2235.0,1136.0
11041.0,16,2132.0,1515.0
11041.0,17,1864.0,817.0
11041.0,19,1077.0,915.0
11041.0,20,0.0,0.0
11041.0,22,1037.0,216.0
11041.0,27,1037.0,216.0
11041.0,28,1013.0,283.0
11043.0,1,637.0,444.0
11043.0,5,1395.0,807.0
11043.0,6,1384.0,499.0
11043.0,7,1382.0,907.0
11043.0,8,1392.0,370.0
11043.0,9,1374.0,1217.0
11043.0,12,1265.0,690.0
11043.0,16,1241.0,895.0
11043.0,17,305.0,127.0
11043.0,19,316.0,271.0
11043.0,20,0.0,0.0
11043.0,22,315.0,59.0
11043.0,27,315.0,59.0
11043.0,28,318.0,78.0
11043.0,29,375.0,288.0
11075.0,1,141.0,96.0
11075.0,5,139.0,64.0
11075.0,6,142.0,44.0
11075.0,7,143.0,105.0
11075.0,8,141.0,33.0
11075.0,9,145.0,131.0
11075.0,12,117.0,63.0
11075.0,16,106.0,79.0
11075.0,17,989.0,429.0
11075.0,19,1050.0,839.0
11075.0,20,3.0,0.0
11075.0,22,1022.0,183.0
11075.0,27,1022.0,183.0
11075.0,28,1006.0,275.0
11351.0,1,732.0,564.0
11351.0,5,3090.0,1703.0
11351.0,6,2082.0,735.0
11351.0,7,2103.0,1386.0
11351.0,8,2090.0,505.0
11351.0,9,2062.0,1868.0
11351.0,12,1908.0,993.0
11351.0,16,1808.0,1333.0
11351.0,17,1723.0,759.0
11351.0,19,845.0,730.0
11351.0,20,1.0,0.0
11351.0,22,846.0,156.0
11351.0,26,858.0,461.0
11351.0,27,846.0,156.0
11351.0,28,845.0,270.0
11351.0,29,987.0,730.0
11353.0,17,637.0,226.0
11353.0,19,636.0,470.0
11353.0,20,1.0,0.0
11353.0,22,595.0,76.0
11353.0,26,587.0,212.0
11353.0,27,595.0,76.0
11353.0,28,603.0,127.0
11353.0,29,795.0,452.0
11354.0,6,980.0,294.0
11354.0,7,964.0,532.0
11354.0,8,955.0,185.0
11354.0,9,957.0,838.0
11354.0,12,863.0,385.0
11354.0,16,786.0,572.0
11354.0,17,754.0,291.0
11354.0,19,763.0,611.0
11354.0,20,1.0,0.0
11354.0,22,719.0,91.0
11354.0,26,698.0,306.0
11354.0,27,719.0,91.0
11354.0,28,692.0,158.0
11354.0,29,860.0,570.0
11355.0,1,1092.0,830.0
11355.0,5,2090.0,1122.0
11355.0,6,2125.0,698.0
11355.0,7,2079.0,1291.0
11355.0,8,2103.0,468.0
11355.0,9,2058.0,1804.0
11355.0,12,1840.0,849.0
11355.0,16,1696.0,1133.0
11355.0,17,973.0,426.0
11355.0,19,1037.0,835.0
11355.0,20,0.0,0.0
11355.0,22,971.0,154.0
11355.0,26,553.0,252.0
11355.0,27,971.0,154.0
11355.0,28,559.0,129.0
11355.0,29,669.0,470.0
11356.0,19,858.0,718.0
11356.0,20,1.0,0.0
11356.0,22,821.0,176.0
11356.0,27,821.0,176.0
11356.0,28,798.0,218.0
11357.0,1,47.0,32.0
11357.0,5,48.0,25.0
11357.0,6,46.0,16.0
11357.0,7,46.0,30.0
11357.0,8,47.0,15.0
11357.0,9,46.0,43.0
11357.0,12,46.0,19.0
11357.0,16,45.0,26.0
11357.0,17,48.0,14.0
11357.0,19,51.0,42.0
11357.0,20,0.0,0.0
11357.0,22,55.0,5.0
11357.0,26,485.0,218.0
11357.0,27,55.0,5.0
11357.0,28,493.0,125.0
11357.0,29,567.0,389.0
11359.0,19,905.0,743.0
11359.0,20,0.0,0.0
11359.0,22,880.0,147.0
11359.0,26,894.0,446.0
11359.0,27,880.0,147.0
11359.0,28,891.0,240.0
11359.0,29,1058.0,723.0
11360.0,1,54.0,30.0
11360.0,5,52.0,20.0
11360.0,6,55.0,12.0
11360.0,7,52.0,30.0
11360.0,8,56.0,5.0
11360.0,9,56.0,46.0
11360.0,12,46.0,11.0
11360.0,16,40.0,26.0
11362.0,1,410.0,270.0
11362.0,5,395.0,197.0
11362.0,6,392.0,140.0
11362.0,7,374.0,240.0
11362.0,8,383.0,85.0
11362.0,9,375.0,328.0
11362.0,12,353.0,164.0
11362.0,16,332.0,230.0
11362.0,17,539.0,211.0
11362.0,19,577.0,448.0
11362.0,20,0.0,0.0
11362.0,22,532.0,97.0
11362.0,27,532.0,97.0
11362.0,28,527.0,136.0
11601.0,26,2002.0,1010.0
11601.0,29,2331.0,1696.0
11602.0,26,1209.0,592.0
11602.0,29,1054.0,750.0
11603.0,26,345.0,147.0
11603.0,29,417.0,277.0
11800.0,1,0.0,0.0
11800.0,5,0.0,0.0
11800.0,6,0.0,0.0
11801.0,1,1018.0,674.0
11802.0,1,834.0,584.0
11803.0,1,0.0,0.0
11804.0,1,0.0,0.0
11805.0,1,562.0,434.0
11806.0,1,751.0,632.0
11808.0,1,387.0,302.0
11809.0,1,396.0,290.0
11810.0,1,399.0,338.0
11811.0,1,517.0,426.0
11812.0,1,369.0,232.0
11813.0,1,187.0,142.0
11901.0,26,115.0,57.0
11901.0,29,127.0,75.0
13030.0,5,59.0,23.0
13030.0,7,53.0,22.0
13030.0,9,55.0,46.0
13030.0,12,49.0,26.0
13030.0,16,43.0,28.0
13030.0,17,162.0,31.0
13030.0,19,160.0,116.0
13031.0,7,6.0,3.0
13031.0,9,4.0,4.0
13031.0,12,4.0,1.0
13031.0,16,6.0,3.0
13031.0,17,3.0,0.0
13031.0,19,3.0,2.0
13032.0,1,372.0,176.0
13032.0,5,367.0,137.0
13032.0,6,364.0,94.0
13032.0,7,369.0,172.0
13032.0,9,360.0,288.0
13032.0,12,335.0,124.0
13032.0,16,333.0,193.0
13032.0,17,297.0,134.0
13032.0,19,309.0,207.0
13033.0,1,736.0,458.0
13033.0,5,742.0,353.0
13033.0,6,742.0,210.0
13033.0,7,759.0,422.0
13033.0,9,739.0,610.0
13033.0,12,695.0,308.0
13033.0,16,667.0,442.0
13033.0,17,629.0,242.0
13033.0,19,679.0,505.0
13034.0,1,2.0,0.0
13034.0,7,2.0,2.0
13034.0,9,1.0,1.0
13034.0,12,1.0,1.0
13034.0,17,1.0,0.0
13034.0,19,1.0,0.0
13035.0,1,276.0,160.0
13035.0,5,266.0,135.0
13035.0,6,266.0,86.0
13035.0,7,283.0,147.0
13035.0,9,276.0,233.0
13035.0,12,267.0,110.0
13035.0,16,260.0,159.0
13035.0,17,259.0,93.0
13035.0,19,270.0,184.0
13036.0,1,124.0,94.0
13036.0,5,123.0,59.0
13036.0,6,127.0,38.0
13036.0,7,129.0,82.0
13036.0,9,119.0,97.0
13036.0,12,108.0,54.0
13036.0,16,115.0,72.0
13036.0,17,99.0,41.0
13036.0,19,100.0,66.0
13038.0,1,1395.0,1096.0
13038.0,5,1360.0,778.0
13038.0,6,1392.0,524.0
13038.0,7,2314.0,1528.0
13038.0,9,2323.0,2033.0
13038.0,12,2198.0,1223.0
13038.0,16,2090.0,1491.0
13038.0,17,768.0,349.0
13038.0,19,826.0,651.0
13038.0,20,5.0,1.0
13038.0,26,434.0,158.0
13038.0,28,430.0,81.0
13038.0,29,511.0,327.0
13041.0,1,1947.0,1578.0
13041.0,5,1966.0,1155.0
13041.0,6,1945.0,764.0
13041.0,7,2027.0,1318.0
13041.0,9,1961.0,1766.0
13041.0,12,1828.0,1063.0
13041.0,16,1760.0,1317.0
13041.0,17,689.0,323.0
13041.0,19,753.0,620.0
13041.0,20,1.0,0.0
13041.0,26,693.0,370.0
13041.0,28,698.0,202.0
13041.0,29,821.0,610.0
13042.0,1,199.0,124.0
13042.0,5,203.0,93.0
13042.0,6,202.0,60.0
13042.0,7,763.0,411.0
13042.0,9,761.0,635.0
13042.0,12,691.0,347.0
13042.0,16,650.0,445.0
13042.0,17,631.0,279.0
13042.0,19,678.0,510.0
13042.0,26,735.0,338.0
13042.0,28,741.0,167.0
13042.0,29,925.0,583.0
13043.0,1,2079.0,828.0
13043.0,5,2118.0,774.0
13043.0,6,2116.0,438.0
13043.0,7,2102.0,978.0
13043.0,9,2036.0,1612.0
13043.0,12,1882.0,730.0
13043.0,16,1844.0,1137.0
13043.0,17,1202.0,426.0
13043.0,19,1298.0,901.0
13043.0,20,1.0,0.0
13043.0,26,823.0,197.0
13043.0,28,738.0,69.0
13043.0,29,922.0,364.0
13044.0,1,2019.0,1118.0
13044.0,5,2009.0,858.0
13044.0,6,1500.0,383.0
13044.0,7,1513.0,803.0
13044.0,9,1478.0,1226.0
13044.0,12,1358.0,608.0
13044.0,16,1289.0,797.0
13044.0,17,973.0,413.0
13044.0,19,1032.0,791.0
13044.0,20,2.0,1.0
13044.0,26,922.0,377.0
13044.0,28,898.0,182.0
13044.0,29,1118.0,679.0
13045.0,26,882.0,425.0
13045.0,28,864.0,206.0
13045.0,29,951.0,687.0
13047.0,1,3328.0,1664.0
13047.0,5,3262.0,1342.0
13047.0,6,2117.0,657.0
13047.0,7,2102.0,1222.0
13047.0,9,2108.0,1781.0
13047.0,12,1973.0,943.0
13047.0,16,1887.0,1290.0
13047.0,17,984.0,450.0
13047.0,19,1021.0,827.0
13047.0,20,0.0,0.0
13047.0,26,561.0,248.0
13047.0,28,549.0,114.0
13047.0,29,675.0,456.0
13050.0,19,857.0,709.0
13050.0,20,0.0,0.0
13050.0,26,821.0,302.0
13050.0,28,813.0,133.0
13050.0,29,946.0,597.0
13052.0,17,513.0,185.0
13052.0,19,462.0,320.0
13052.0,20,1.0,0.0
13052.0,26,443.0,150.0
13052.0,28,431.0,71.0
13052.0,29,576.0,316.0
13053.0,1,3678.0,1850.0
13053.0,5,3652.0,1476.0
13053.0,6,1258.0,264.0
13053.0,7,1304.0,580.0
13053.0,9,1293.0,954.0
13053.0,12,1185.0,416.0
13053.0,17,1124.0,339.0
13053.0,19,1227.0,769.0
13053.0,20,5.0,1.0
13053.0,26,1102.0,330.0
13053.0,28,1065.0,149.0
13053.0,29,1297.0,641.0
13057.0,1,3315.0,3206.0
13057.0,5,3299.0,2282.0
13057.0,6,1020.0,473.0
13057.0,7,1086.0,829.0
13057.0,9,1063.0,1001.0
13057.0,12,979.0,635.0
13057.0,16,957.0,817.0
13057.0,17,959.0,530.0
13057.0,19,993.0,876.0
13057.0,20,3.0,1.0
13057.0,26,671.0,266.0
13057.0,28,637.0,125.0
13057.0,29,813.0,524.0
13061.0,1,443.0,194.0
13061.0,5,441.0,188.0
13061.0,6,427.0,105.0
13061.0,7,420.0,235.0
13061.0,9,399.0,334.0
13061.0,12,392.0,170.0
13061.0,16,378.0,244.0
13061.0,17,351.0,138.0
13061.0,19,379.0,271.0
13061.0,20,1.0,1.0
13061.0,26,847.0,288.0
13061.0,28,848.0,117.0
13061.0,29,988.0,485.0
13062.0,6,1655.0,591.0
13062.0,7,1618.0,1058.0
13062.0,9,1585.0,1409.0
13062.0,12,1493.0,812.0
13062.0,16,1395.0,1071.0
13062.0,17,1313.0,631.0
13062.0,19,1339.0,1129.0
13062.0,20,2.0,0.0
13062.0,26,1144.0,561.0
13062.0,28,1139.0,249.0
13062.0,29,1313.0,1005.0
13063.0,1,2155.0,1848.0
13063.0,5,2146.0,1335.0
13063.0,6,2119.0,890.0
13063.0,7,2524.0,1719.0
13063.0,9,2494.0,2264.0
13063.0,12,2348.0,1398.0
13063.0,16,2314.0,1809.0
13063.0,17,742.0,350.0
13063.0,19,785.0,590.0
13063.0,20,0.0,0.0
13063.0,26,740.0,354.0
13063.0,28,736.0,186.0
13063.0,29,943.0,580.0
13064.0,1,371.0,156.0
13064.0,5,367.0,121.0
13064.0,6,355.0,60.0
13064.0,7,311.0,141.0
13064.0,9,198.0,150.0
13064.0,12,172.0,89.0
13064.0,16,175.0,90.0
13064.0,17,1431.0,605.0
13064.0,19,1468.0,1105.0
13064.0,20,3.0,0.0
13064.0,26,1238.0,474.0
13064.0,28,1214.0,213.0
13064.0,29,1364.0,808.0
13065.0,1,668.0,192.0
13065.0,5,782.0,232.0
13065.0,6,1571.0,384.0
13065.0,7,1602.0,770.0
13065.0,9,1717.0,1295.0
13065.0,12,2047.0,857.0
13065.0,16,2249.0,1239.0
13065.0,17,2195.0,482.0
13065.0,19,2076.0,1353.0
13065.0,20,2.0,0.0
13065.0,26,1181.0,94.0
13065.0,28,965.0,25.0
13065.0,29,1274.0,514.0
13068.0,17,1401.0,802.0
13068.0,19,1475.0,1277.0
13068.0,20,3.0,0.0
13068.0,26,1074.0,677.0
13068.0,28,1069.0,375.0
13068.0,29,1194.0,947.0
13069.0,1,1187.0,788.0
13069.0,5,1205.0,611.0
13069.0,6,1199.0,384.0
13069.0,7,1186.0,671.0
13069.0,9,1191.0,1023.0
13069.0,12,1117.0,542.0
13069.0,16,1057.0,745.0
13069.0,17,1365.0,575.0
13069.0,19,1432.0,1075.0
13069.0,20,2.0,0.0
13069.0,26,906.0,331.0
13069.0,28,934.0,138.0
13069.0,29,1141.0,656.0
13071.0,26,817.0,457.0
13071.0,28,822.0,258.0
13071.0,29,973.0,674.0
13074.0,1,2062.0,872.0
13074.0,5,2096.0,747.0
13074.0,6,2075.0,419.0
13074.0,7,2035.0,959.0
13074.0,9,2051.0,1609.0
13074.0,12,1916.0,704.0
13074.0,17,201.0,123.0
13074.0,19,206.0,173.0
13074.0,20,0.0,0.0
13074.0,26,194.0,119.0
13074.0,28,194.0,82.0
13074.0,29,184.0,146.0
13076.0,1,604.0,364.0
13076.0,5,598.0,257.0
13076.0,6,612.0,182.0
13076.0,7,621.0,360.0
13076.0,9,609.0,518.0
13076.0,12,615.0,266.0
13076.0,16,608.0,410.0
13076.0,17,572.0,261.0
13076.0,19,619.0,465.0
13076.0,20,1.0,1.0
13076.0,26,944.0,397.0
13076.0,28,942.0,192.0
13076.0,29,1117.0,725.0
13077.0,1,931.0,900.0
13077.0,5,922.0,624.0
13077.0,6,945.0,412.0
13077.0,7,1250.0,918.0
13077.0,9,1229.0,1121.0
13077.0,12,1159.0,646.0
13077.0,16,1126.0,894.0
13077.0,17,891.0,465.0
13077.0,26,875.0,480.0
13077.0,28,875.0,247.0
13077.0,29,989.0,764.0
13078.0,1,1038.0,666.0
13078.0,5,1045.0,525.0
13078.0,6,1050.0,309.0
13078.0,7,1040.0,604.0
13078.0,9,1003.0,844.0
13078.0,12,935.0,445.0
13078.0,16,922.0,602.0
13078.0,17,884.0,375.0
13078.0,19,913.0,700.0
13078.0,20,5.0,1.0
13078.0,26,1065.0,422.0
13078.0,28,1022.0,191.0
13078.0,29,1241.0,726.0
13080.0,1,1659.0,1110.0
13080.0,5,1728.0,868.0
13080.0,6,2103.0,729.0
13080.0,7,2114.0,1300.0
13080.0,9,2102.0,1840.0
13080.0,12,1896.0,912.0
13080.0,16,1814.0,1281.0
13080.0,17,871.0,322.0
13080.0,19,936.0,711.0
13080.0,20,0.0,0.0
13080.0,26,870.0,297.0
13080.0,28,879.0,132.0
13080.0,29,1290.0,659.0
13082.0,1,2523.0,2230.0
13082.0,5,2531.0,1564.0
13082.0,6,2540.0,1039.0
13082.0,7,2535.0,1791.0
13082.0,9,2506.0,2281.0
13082.0,12,2329.0,1419.0
13082.0,16,2251.0,1736.0
13082.0,17,1327.0,782.0
13082.0,19,1384.0,1224.0
13082.0,20,1.0,0.0
13082.0,26,696.0,450.0
13082.0,28,697.0,228.0
13082.0,29,764.0,644.0
13083.0,26,620.0,380.0
13083.0,28,619.0,231.0
13083.0,29,670.0,562.0
13084.0,17,773.0,334.0
13084.0,19,820.0,613.0
13084.0,20,3.0,0.0
13084.0,26,605.0,218.0
13084.0,28,610.0,106.0
13084.0,29,793.0,452.0
13085.0,17,854.0,452.0
13085.0,19,864.0,731.0
13085.0,20,1.0,0.0
13085.0,26,807.0,443.0
13085.0,28,797.0,256.0
13085.0,29,960.0,656.0
13086.0,1,2964.0,2480.0
13086.0,5,2942.0,1773.0
13086.0,6,1801.0,717.0
13086.0,7,1800.0,1261.0
13086.0,9,1795.0,1633.0
13086.0,12,1692.0,987.0
13086.0,16,1644.0,1309.0
13086.0,17,1768.0,877.0
13086.0,19,1911.0,1592.0
13086.0,20,3.0,0.0
13086.0,26,793.0,444.0
13086.0,28,809.0,214.0
13086.0,29,895.0,705.0
13089.0,26,613.0,355.0
13089.0,28,608.0,196.0
13089.0,29,684.0,531.0
13091.0,17,3.0,2.0
13091.0,19,3.0,3.0
13091.0,20,0.0,0.0
13091.0,26,6.0,1.0
13091.0,28,6.0,1.0
13091.0,29,6.0,3.0
13094.0,19,662.0,512.0
13094.0,26,646.0,290.0
13094.0,28,654.0,132.0
13094.0,29,795.0,497.0
13096.0,1,3731.0,2312.0
13096.0,5,3708.0,1801.0
13096.0,6,1834.0,616.0
13096.0,7,1846.0,1071.0
13096.0,9,1819.0,1560.0
13096.0,12,1664.0,774.0
13096.0,16,1536.0,1042.0
13096.0,17,1413.0,655.0
13096.0,19,1504.0,1127.0
13096.0,20,1.0,0.0
13096.0,26,740.0,352.0
13096.0,28,740.0,195.0
13096.0,29,872.0,550.0
13097.0,26,569.0,213.0
13097.0,28,573.0,103.0
13097.0,29,728.0,368.0
13098.0,1,1856.0,1182.0
13098.0,5,1847.0,927.0
13098.0,6,2797.0,993.0
13098.0,7,2795.0,1618.0
13098.0,9,2720.0,2332.0
13098.0,12,2501.0,1205.0
13098.0,16,2374.0,1624.0
13098.0,17,2272.0,1034.0
13098.0,19,1813.0,1429.0
13098.0,20,4.0,0.0
13098.0,26,834.0,378.0
13098.0,28,838.0,204.0
13098.0,29,998.0,603.0
13099.0,1,1710.0,1414.0
13099.0,5,1680.0,1011.0
13099.0,6,1687.0,685.0
13099.0,7,3008.0,1874.0
13099.0,9,2929.0,2561.0
13099.0,12,2652.0,1413.0
13099.0,17,797.0,394.0
13099.0,19,860.0,646.0
13099.0,20,0.0,0.0
13099.0,26,849.0,390.0
13099.0,28,863.0,185.0
13099.0,29,1009.0,665.0
13100.0,1,0.0,0.0
13100.0,5,0.0,0.0
13100.0,6,0.0,0.0
13100.0,7,3.0,0.0
13100.0,9,3.0,1.0
13100.0,12,0.0,0.0
13100.0,16,0.0,0.0
13100.0,17,669.0,186.0
13100.0,19,686.0,516.0
13100.0,20,4.0,0.0
13100.0,26,786.0,181.0
13100.0,28,790.0,85.0
13100.0,29,1179.0,604.0
13101.0,1,169.0,74.0
13101.0,5,163.0,60.0
13101.0,6,153.0,30.0
13101.0,7,159.0,64.0
13101.0,9,172.0,132.0
13101.0,12,144.0,59.0
13101.0,16,143.0,73.0
13102.0,1,588.0,406.0
13102.0,5,583.0,292.0
13102.0,6,581.0,198.0
13102.0,7,582.0,363.0
13102.0,9,572.0,494.0
13102.0,12,529.0,239.0
13102.0,16,509.0,342.0
13205.0,1,1111.0,734.0
13205.0,5,1091.0,577.0
13205.0,6,1095.0,338.0
13205.0,7,1096.0,665.0
13205.0,9,1071.0,919.0
13205.0,12,1002.0,486.0
13205.0,16,966.0,666.0
13205.0,17,1228.0,434.0
13205.0,19,1284.0,1002.0
13205.0,20,2.0,0.0
13205.0,26,789.0,394.0
13205.0,28,801.0,204.0
13205.0,29,959.0,702.0
13208.0,1,1251.0,988.0
13208.0,5,1232.0,715.0
13208.0,6,1207.0,439.0
13208.0,7,1207.0,780.0
13208.0,9,1176.0,1024.0
13208.0,12,1112.0,635.0
13208.0,16,1060.0,764.0
13208.0,17,1261.0,677.0
13208.0,19,1320.0,1062.0
13208.0,26,852.0,486.0
13208.0,28,850.0,253.0
13208.0,29,975.0,740.0
13209.0,26,771.0,436.0
13209.0,28,775.0,236.0
13209.0,29,861.0,650.0
13210.0,17,800.0,402.0
13210.0,19,864.0,685.0
13210.0,20,0.0,0.0
13210.0,26,782.0,442.0
13210.0,28,775.0,238.0
13210.0,29,884.0,681.0
13211.0,6,919.0,400.0
13211.0,7,1173.0,864.0
13211.0,9,1191.0,1096.0
13211.0,12,1152.0,700.0
13211.0,16,1151.0,908.0
13211.0,17,653.0,387.0
13211.0,19,673.0,578.0
13211.0,26,639.0,383.0
13211.0,28,643.0,202.0
13211.0,29,738.0,585.0
13214.0,17,1767.0,958.0
13214.0,19,1885.0,1575.0
13214.0,20,2.0,0.0
13214.0,26,879.0,534.0
13214.0,28,869.0,308.0
13214.0,29,1002.0,762.0
13215.0,1,178.0,160.0
13215.0,5,172.0,104.0
13215.0,6,175.0,63.0
13215.0,7,182.0,109.0
13215.0,9,186.0,166.0
13215.0,12,177.0,97.0
13215.0,16,165.0,121.0
13216.0,1,231.0,238.0
13216.0,5,235.0,156.0
13216.0,6,234.0,118.0
13216.0,7,221.0,160.0
13216.0,9,179.0,174.0
13216.0,12,169.0,107.0
13216.0,16,159.0,113.0
13216.0,17,156.0,77.0
13216.0,19,160.0,122.0
13216.0,20,0.0,0.0
13216.0,26,596.0,351.0
13216.0,28,597.0,203.0
13216.0,29,698.0,521.0
13217.0,6,1675.0,706.0
13217.0,7,1695.0,1205.0
13217.0,9,1709.0,1552.0
13217.0,12,1627.0,970.0
13217.0,16,1601.0,1277.0
13217.0,17,1519.0,817.0
13217.0,19,1541.0,1313.0
13217.0,20,1.0,0.0
13217.0,26,604.0,389.0
13217.0,28,607.0,220.0
13217.0,29,690.0,538.0
13218.0,1,380.0,232.0
13218.0,5,369.0,180.0
13218.0,6,377.0,114.0
13218.0,7,370.0,203.0
13218.0,9,371.0,319.0
